Date,MocHoa,MyTho,CaoLanh,BaTri,CangLong,ChauDoc,CanTho,SocTrang,PhuQuoc,RachGia,BacLieu,CaMau,ToanVung
Jan-79,0,0,3.4,0,0.8,9.1,0,1.4,25.7,5.3,,14.1,5.436363636
Feb-79,5.3,0,0,0.6,0,0.1,0,0,18.6,0,,0,2.236363636
Mar-79,35.1,0,0,0,0,2.4,0.1,0,34,29.6,,5.6,9.709090909
Apr-79,176,141.3,175.1,76,118.9,98.7,117.9,133.2,219.4,256.4,,91.1,145.8181818
May-79,57.5,34.5,127.7,143.8,115.9,135.5,87.1,161.7,371.3,337.2,,114.2,153.3090909
Jun-79,107.7,179,107.7,212.8,215.3,97.8,168.9,298.9,345.6,187.9,,433.1,214.0636364
Jul-79,85.8,165.8,175.3,202.7,238.7,88.7,341,379.8,811.9,472.2,,601.7,323.9636364
Aug-79,198.2,129.5,260.6,151.3,223.9,225.65,222.1,356.8,552.3,476.1,,482.4,298.0772727
Sep-79,289.4,291.6,308,187.1,274.1,95.9,206.8,374.9,493.4,358.2,,476,305.0363636
Oct-79,112.7,287.3,90.4,131.9,234.7,107.8,156.6,145.1,127.7,145.1,,387.9,175.2
Nov-79,191.6,126.1,200.1,110.4,69.7,260.8,161.8,206.5,66.3,172.2,,245.4,164.6272727
Dec-79,17.5,23.4,25.2,1.1,17.8,11,14,29.3,2.2,45.6,,102.4,26.31818182
Jan-80,4.2,3.6,0,20,5.7,0,0,1.4,1.3,0,0.7,70.9,8.983333333
Feb-80,0,0,0,0,0,0,0,0,22.6,1.8,0,1,2.116666667
Mar-80,8.8,2.2,36.1,0,1.9,21.5,22.3,6.6,88,60,23.8,172.8,37
Apr-80,45.6,4.5,19.2,0,19,68.4,3.9,0,92,40.1,3.3,71.2,30.6
May-80,322.6,124.5,212.1,0,235.6,173.8,244,135.7,255.4,198.5,121.7,244.9,189.0666667
Jun-80,146.9,291,231.8,255.6,344.4,91.3,363.9,332.5,398.6,360.6,395.8,459.7,306.0083333
Jul-80,95.5,129.4,140.4,74.9,194,131.5,103.9,124.6,418,260.2,274.3,309.6,188.025
Aug-80,119.8,195.6,164,162,368.7,117,218.8,375.3,728.6,435.1,462.7,552.4,325
Sep-80,151.1,178,245,221.3,154.1,103.2,183.4,0,278.73,280.2,305.7,321.5,201.8525
Oct-80,216.8,204.6,434.2,373.9,491.7,473.9,340.9,371.9,592.9,408.1,328.3,280.8,376.5
Nov-80,266.7,77.2,132.7,17.4,24.9,202.6,165.3,20.2,222.5,125.3,43.4,86,115.35
Dec-80,47.2,34,6.9,1.7,21.4,46.9,42.5,17.9,26.6,4.7,14.7,13.4,23.15833333
Jan-81,1.2,1.3,4,0,1.2,0.5,2.9,1.4,49,38.8,17.5,114.6,19.36666667
Feb-81,0,0,0,0,0,3.4,0,0,57,0,0,2.9,5.275
Mar-81,20.8,0,0,0,0,1.3,0,0,2.1,0.4,0,23.9,4.041666667
Apr-81,19.6,3.8,49.5,4,13.5,44.4,5.4,27.4,137,33,3.3,158.1,41.58333333
May-81,293.6,168,201.6,0,244.5,268.4,233,330.8,247.4,272.7,352.6,352.3,247.075
Jun-81,75.6,73.1,164.1,156.4,186.7,87.3,296.5,192.3,375.5,351.7,261,206.7,202.2416667
Jul-81,86.6,112.5,52.7,94.4,202.7,91.4,110,143.3,398.2,183.1,181.8,159.3,151.3333333
Aug-81,119.6,139.1,122.4,170.7,225,164.6,235,226.6,413.9,305.2,289.4,359.9,230.95
Sep-81,234.6,199.6,143.9,282.9,300.5,201.2,244.5,259.4,571.7,344.9,296.6,375.6,287.95
Oct-81,279.8,240.5,177.1,156.9,223.9,194,306.4,234.3,207.8,138.6,249.3,289.2,224.8166667
Nov-81,179.5,102.5,148.6,192.2,246,229.4,164.2,269.9,201.5,287.8,204.5,217,203.5916667
Dec-81,60.9,14.6,9.8,12,34.1,20.2,32.1,24.2,2.7,16.5,81.5,74.6,31.93333333
Jan-82,0,0,0,0,0,0,0,0,11.6,0,0,0,0.966666667
Feb-82,0,0,0,0,0,0,0,0,86.8,21.8,4,0,9.383333333
Mar-82,35.7,10.1,89.3,7,99.6,147.6,13.6,61.4,265.45,98.9,17.7,95.9,78.52083333
Apr-82,35.5,21.4,24.8,0,16.3,212.7,41.2,9.2,253.2,138,15.2,99.4,72.24166667
May-82,384,156.1,183.7,131.4,186.2,281.9,154.7,212.5,138,140.1,200.8,306.4,206.3166667
Jun-82,151.7,310.2,112.9,251.8,320.7,171.3,148.3,427.5,452.7,186,219.9,231.2,248.6833333
Jul-82,155,142.9,82.8,195,241.7,117.4,361.5,204.1,458.3,402.5,185.6,452.3,249.925
Aug-82,181.5,224.4,149.2,241.1,283.4,126.6,318.5,286.5,601.8,606.5,232.8,465.9,309.85
Sep-82,218.1,157.2,111.9,251.3,286,76.9,269,334.8,380.1,157.2,303.2,330.1,239.65
Oct-82,482.3,321.7,315.3,196.7,162.9,286.2,316.6,284.7,274.6,355.6,304.3,475.6,314.7083333
Nov-82,201.5,173.7,155.3,0,58.2,264,79.8,130.9,182.4,172.4,135.6,208.7,146.875
Dec-82,5.9,0,7,0,21.3,71.9,17,43.2,45,16,42.5,14.5,23.69166667
Jan-83,5.5,0,0,0,0,0.4,0.3,1.7,4.8,0,1.6,1.4,1.308333333
Feb-83,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar-83,0,0,0,0,0,0,0,0,0,0,0,25.3,2.108333333
Apr-83,0,0,0,0,2.9,10,0,0,24.1,4,0,7.2,4.016666667
May-83,66.3,0,108.7,64.6,153.8,236.8,168,49.5,351.4,515.2,83.6,252.6,170.875
Jun-83,77.8,0,99.2,102.2,173.3,62.8,240.3,278.2,466.6,361,172.7,368.3,200.2
Jul-83,324.4,0,243.4,183.3,189.2,175.1,261.2,255.7,539.9,249.3,193,178,232.7083333
Aug-83,211.8,0,306.5,163.4,295,178.8,307.6,331.1,585.9,831.5,323.7,416.8,329.3416667
Sep-83,216.1,0,374,533.8,240.6,149.7,329.7,302.5,302.8,294.6,348.3,458.7,295.9
Oct-83,306.1,0,278.6,323.2,352.3,421,319.4,230.5,434.2,337.9,464.1,230.6,308.1583333
Nov-83,145.6,0,92.4,96.9,294.8,129.2,153.2,224,233.5,199,171.3,189.6,160.7916667
Dec-83,37.7,0,8.2,0.4,36.4,70,19.6,18.1,89.8,0,26,60.3,30.54166667
Jan-84,5.5,0.8,0.9,0,1,2.3,35.3,0.9,36.7,1.5,15,17.6,9.791666667
Feb-84,0,0,0,0,0.7,0,0,37.1,5.7,0.2,0,27.8,5.958333333
Mar-84,0,2,0,0,0,4.8,1.7,13.5,49.9,0,0.3,4.9,6.425
Apr-84,60.7,55.2,23.5,30.2,28.4,68.3,110.8,241.7,251.1,103.4,91,85.4,95.80833333
May-84,155,149,114.6,302.9,241.1,95.2,130.7,361,341.3,244.3,250.3,170.8,213.0166667
Jun-84,272.3,354.9,228.3,363.5,249.6,263.6,352.1,259.2,648.4,507.4,398.7,459.2,363.1
Jul-84,113.8,136.2,58,187.6,79.5,167.6,91.9,133.6,338.6,244.4,252.5,296.2,174.9916667
Aug-84,66.9,136.5,217.3,241.5,274.8,117.8,269.6,250.4,531.5,399.7,374.9,402.5,273.6166667
Sep-84,366.6,308.1,420,204.3,223.8,160.5,236.8,303.7,207.7,0,319.4,238.6,249.125
Oct-84,176.6,191.1,220.2,219.4,271.8,232.5,203.1,351.7,532.7,250.6,229.5,228.5,258.975
Nov-84,94.1,44.7,68.5,29.1,95.3,115.8,79.5,115.1,79.8,30,66.3,107.9,77.175
Dec-84,167.4,0,66.1,1.3,0,132.9,24,16.2,93.6,32.5,58.3,57.8,54.175
Jan-85,9.7,0.9,0.8,0,0,2.2,0.2,0.9,46.8,0,0.4,13,6.241666667
Feb-85,6.8,0.9,11.2,11,2.1,2.2,11.9,37.1,13.7,38.6,0,20.7,13.01666667
Mar-85,2.4,0,11.6,0,0,11.2,19.1,13.5,41,69,3.1,42.6,17.79166667
Apr-85,122.4,130.6,133.5,205.4,120.4,44.8,137.4,241.7,252.1,69.3,182.3,168.5,150.7
May-85,175.4,172.8,295.5,238.5,206.8,183.4,278,361.4,429.9,300.3,275,182.1,258.2583333
Jun-85,176.4,216.6,117.5,137.3,151,84.4,187.6,259.2,396.9,210.7,259.5,437.8,219.575
Jul-85,202.8,150.4,154,206.6,185.1,94,122.4,133.6,193.3,160.4,182.7,110.5,157.9833333
Aug-85,69.6,79,97.4,153.6,242,135,289.6,250.4,291.3,359.6,99.2,168.1,186.2333333
Sep-85,450.3,208.4,319.5,307.9,336.4,277.7,200.3,303.7,420.2,346.7,437.9,315.4,327.0333333
Oct-85,360.7,425.6,191.4,309.1,153.7,430.8,257.4,351.7,316.3,585.2,290.1,269.5,328.4583333
Nov-85,258.4,81.9,118,10.2,7.5,207.9,128.8,115.1,197.8,439.4,133,155.5,154.4583333
Dec-85,0,20.2,108.4,10.2,7.8,57.1,15.3,16.2,143.8,62.2,28.2,57.1,43.875
Jan-86,8.7,0,5.8,0.7,0,12,1.7,16,9.3,26.6,0.1,27.8,9.058333333
Feb-86,18.7,0,0.5,0,0,4.4,1.8,0,131,8.2,0,2.5,13.925
Mar-86,0,0,0,0,0,0,22.4,3.7,0,0,2.6,6.7,2.95
Apr-86,2.2,0,18.2,2.4,0,26.2,11.8,7.4,79.7,56.4,0,41.2,20.45833333
May-86,222.4,214.9,159.2,187.5,244.6,153.8,216.3,295.7,380.2,262.8,180.2,237.3,229.575
Jun-86,256,158.5,141.4,134.6,226.4,80.2,266,377.3,258.5,158.9,265.3,232.3,212.95
Jul-86,195.7,96.8,116.3,122.6,92.9,154.9,103.8,200.4,251.9,215.1,286.8,288.1,177.1083333
Aug-86,177,161.5,175.1,193.9,216.3,108.2,175.1,212.1,875.9,271,317.7,370.4,271.1833333
Sep-86,416.8,329.6,421.1,338,329.4,305.4,439.4,427.9,476.8,467.3,459.9,702.9,426.2083333
Oct-86,250.6,155.9,177.2,148.8,230.6,226.6,284.1,369.2,405,237.8,316.5,344,262.1916667
Nov-86,223.6,184.8,170.4,296.1,229.3,101.1,266.6,332,94.4,237,225.2,150.7,209.2666667
Dec-86,12.8,11.9,1.9,10.3,10.7,9.7,36.5,36.5,10.1,25.7,17.4,41.6,18.75833333
Jan-87,0,0,11.9,0,0,12,0,0,23.3,0,0,2.2,4.116666667
Feb-87,0,0,0,0,0,0,0,0,22.8,0.8,0,0.3,1.991666667
Mar-87,0,0,0.2,0,9.7,17.4,0.2,4.9,0,0,0,66.5,8.241666667
Apr-87,12,4.5,15.8,3.6,50.3,61.3,4.8,44.4,79.3,27.8,1.8,65.8,30.95
May-87,128.9,62.4,96.6,8.1,139.8,200.5,50.8,181.1,100.7,122.9,52.6,176.1,110.0416667
Jun-87,115.6,94.7,145.7,179.6,190.2,125.2,246.4,284.8,575.9,321.2,459.4,301.3,253.3333333
Jul-87,140.2,90.7,134.2,197.8,140.1,89.1,141.1,262.5,76.9,88.7,138.7,140.6,136.7166667
Aug-87,254.2,409.2,123.2,147.6,295,183.3,167.2,285.3,235.9,323.6,172,201.4,233.1583333
Sep-87,348.4,265.7,207.2,255,409.9,226.9,292.9,228.8,450.5,227.4,258,346.1,293.0666667
Oct-87,481.2,253.1,250.7,144.5,204.3,303.6,276.5,306.9,331,309.1,355.6,343.9,296.7
Nov-87,156.3,124.1,154.5,261.5,262.5,161.1,259.6,301.2,220.8,287.9,280.3,372.8,236.8833333
Dec-87,2.8,43.4,3.8,41.3,26.5,3.3,26,18.9,2,41.8,11,57.2,23.16666667
Jan-88,74.7,1.1,10.1,2.8,0.1,15.3,2.5,0,20.5,4.6,0.3,6.9,11.575
Feb-88,2.2,9.7,60.9,0.2,3.5,1,10.1,1.6,130.9,72.8,0,5.2,24.84166667
Mar-88,2.8,0,0,0,0,1.1,0,9,63.5,15.9,0,0.5,7.733333333
Apr-88,67.4,105.1,20.6,125.7,11.6,84,5.4,3,164.9,112,0.5,119.1,68.275
May-88,170.3,136.3,214,200,374.9,211.1,299.9,333.5,446.5,369.7,264,263.5,273.6416667
Jun-88,228,288,55.5,268.4,199.2,59.5,115.3,176.1,428,433,214.4,330,232.95
Jul-88,236.1,174.4,334.2,172.1,266.3,132.7,171,127.8,392.4,364.7,176.6,367,242.9416667
Aug-88,152.9,183.5,131.2,109.7,169.8,258.1,167.1,512.9,302.1,222,269.4,276.5,229.6
Sep-88,329.9,257.5,176.1,261.5,204.5,151,277.2,293.6,649.7,447.1,252,332.8,302.7416667
Oct-88,333.9,373.6,267.6,331.7,367.7,188,493.1,457.1,534.2,348.2,365.1,386.2,370.5333333
Nov-88,108.6,104,157.8,76.9,67.8,60,171,68.1,137.3,143.6,145.9,125.1,113.8416667
Dec-88,1.3,3.7,9.3,0,3.5,0,4.3,2,31.7,1.6,20.8,30.8,9.083333333
Jan-89,10.9,0,22.9,0,0.2,47,1.9,0,35.5,15.3,0,0,11.14166667
Feb-89,0,0,0,0,0,0,0,0,17.3,0,0,16,2.775
Mar-89,129.1,13.8,49,50.2,14.8,17.8,19.4,0.3,134.1,6.4,12.1,82.1,44.09166667
Apr-89,19.1,68.8,31.9,96,73.1,71.7,17.5,82.9,128.3,72.1,74.9,230.1,80.53333333
May-89,168.5,198.8,220.1,95.1,262.6,180.8,145.1,326.6,394.2,209.9,264.8,556.2,251.8916667
Jun-89,54.9,153.7,126.4,132.4,101.7,145.6,80.2,151.2,335.5,258.9,234.3,152.7,160.625
Jul-89,350.1,230.9,194.8,171.5,353.5,128.5,383.2,339.7,320.8,267.5,241.9,299.5,273.4916667
Aug-89,119.9,88.3,99.6,86.7,101.4,75.2,157.5,243.1,714.8,222.1,213.1,393.7,209.6166667
Sep-89,202.7,228.1,191.5,123.7,293.3,203.3,232.1,274.2,295.9,303.1,214.8,243.8,233.875
Oct-89,382.2,339.4,283.7,498.9,318.9,132.8,231.3,306.1,539.8,339.4,266.2,295.63,327.8608333
Nov-89,108.3,14,140.8,9.8,17.2,133.5,70.6,55.2,193.8,227.7,206.2,180.1,113.1
Dec-89,0,0,0,0,0,0,2.4,0.6,2.6,0,12.2,14.7,2.708333333
Jan-90,0.3,0,6.5,0,0,1.4,12.7,0,37.9,0.1,0,0.5,4.95
Feb-90,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar-90,29.1,0.1,0,0,0,0,0,0.3,22.1,10.4,0,0,5.166666667
Apr-90,18.3,16.7,37.9,1.1,55.2,103.3,8.4,23.6,48.5,4.2,62.6,214,49.48333333
May-90,129.1,80.3,84.6,127.9,61.2,119,83.6,65.6,251.9,258.3,112.4,183.9,129.8166667
Jun-90,197.7,130.9,132.6,137.3,114.1,116,156.3,272.3,729.3,274.5,305.7,340.1,242.2333333
Jul-90,118.2,135.7,193,234.5,111.2,94.4,113,153.7,182.2,167.3,216,203.8,160.25
Aug-90,184.8,227.6,202.4,182.9,227.7,166.8,297.2,328.4,832.2,402.1,255.7,245.4,296.1
Sep-90,157.9,146.3,189,163.8,193.3,59.3,177.4,256.2,434.7,283,312.1,292,222.0833333
Oct-90,252.4,278.1,210,124.9,171.8,265.4,187.9,181.7,416.4,216.5,162.2,297.3,230.3833333
Nov-90,178.5,53.7,127.9,154.1,263.5,52.8,107.7,92.5,90.2,114.2,262.8,188.1,140.5
Dec-90,11.6,6,3,6.7,2.1,3.4,16,3.6,22.5,15,7.6,43.8,11.775
Jan-91,0,0.1,9.1,0,0,0,0,0,33.8,12.5,0.5,0.2,4.683333333
Feb-91,0,0,0,0,0,0.6,0,0,3.1,0,0,16.5,1.683333333
Mar-91,2.7,12,0.9,23,13.9,0.6,5.6,8.7,95.6,26.6,14.2,49.4,21.1
Apr-91,87,45.1,104.5,0.3,17.6,36.2,33.6,10.1,215.7,58.6,8.6,182.4,66.64166667
May-91,356.2,208.4,114.1,204.7,109.9,124.5,39.2,192.4,290.1,208.3,153.5,162.7,180.3333333
Jun-91,268.1,259.8,294.8,263.4,248.9,168.5,280.3,208,256.2,310.3,214.6,202.9,247.9833333
Jul-91,277.9,236.8,269.5,271.7,193.4,155.8,336.9,332.9,648,792.2,225.6,548,357.3916667
Aug-91,319.8,207.2,282.2,270.8,259,362.8,255.1,290.3,506.1,280.9,288.5,383.7,308.8666667
Sep-91,249.5,235.5,348.1,205.1,289.7,112.5,222.3,221.2,631.5,350,189.1,232.2,273.8916667
Oct-91,168.6,195.2,185.2,282.5,218.5,196,276.7,202.8,257.1,362.8,234.9,300.7,240.0833333
Nov-91,96.3,70.4,88.5,93,43.5,35.9,48.2,64.1,6.3,88.6,61.8,156.4,71.08333333
Dec-91,17.5,14.1,35.9,1,0.2,11.7,18.4,0.5,27.7,3,0.4,23.3,12.80833333
Jan-92,22.4,2.2,0,0,0,3.7,0,0,7.8,0.1,1.8,14.1,4.341666667
Feb-92,0.8,0,0,0,0,0,0,0,8.3,0,0,80.7,7.483333333
Mar-92,0,0,0,0,1.9,1,3.9,16.2,0.5,0,0,0.2,1.975
Apr-92,5.2,0,19.8,0.4,95.6,104,3.9,49.6,54.1,0.4,6.7,96.2,36.325
May-92,72.5,59.9,38.7,81.2,115.9,107.7,36.4,109,251.5,195.5,192.6,206.13,122.2525
Jun-92,124.5,124.5,167.1,177.3,137.2,110.4,213.4,136.8,407.1,349.7,222.8,432.9,216.975
Jul-92,264.1,166.1,172.7,353.8,220.8,118.3,258.9,227.1,197.4,243.7,255.3,311.8,232.5
Aug-92,159.4,260.2,157,236.3,365.1,70.5,303.7,282.5,668.9,543.1,245.8,589.4,323.4916667
Sep-92,142.7,117,78.6,81.6,134.3,166.6,121.3,214.8,300.1,99.1,258.8,204.2,159.925
Oct-92,307.8,220,242.4,390.1,370.5,182.7,239.9,368.4,342.2,325.2,338.8,460.6,315.7166667
Nov-92,75.6,21.4,92.8,34.4,36.7,17.2,90.9,143.6,34.2,124.9,65.4,86.4,68.625
Dec-92,26.6,16,13.4,1.9,1.6,13,8.5,7.4,27.4,32.3,14.9,37,16.66666667
Jan-93,0,2,0.6,3.4,7.1,4,3.1,0,95.8,7.8,0.2,4.8,10.73333333
Feb-93,1,2,0.3,4.7,7,0,1.5,8.8,15.5,0,7.7,1.2,4.141666667
Mar-93,6.6,12.6,94,4.8,2.6,22.7,66.1,0,66.4,3.6,0,3.5,23.575
Apr-93,21.5,10.8,28.5,0,0,38.6,2.2,62.5,89.4,33.2,35.4,29.8,29.325
May-93,155,114.7,86.5,85.1,160,39,139.1,89.7,74.6,121.2,162.2,284.3,125.95
Jun-93,194.9,288.9,254.1,216.5,217.4,111.5,302.3,389.2,337.8,260.2,207.9,593.6,281.1916667
Jul-93,235.9,281.3,242.6,189.5,287.3,114.5,285,277.6,489.8,298,343.6,470.5,292.9666667
Aug-93,159.3,212.7,144.1,193.3,230.4,98.5,173.9,203.8,713.8,268,175.3,315.9,240.75
Sep-93,197.6,188.5,268.3,310.7,233.8,126.4,372.3,328,536,239.7,223.3,314.8,278.2833333
Oct-93,360.4,360.3,371,390.6,308.8,412.7,258.8,225.4,393.8,355.2,214.8,329.1,331.7416667
Nov-93,62.5,62,44,37.4,110,108.1,54.1,90.7,106.2,129,158.9,245.7,100.7166667
Dec-93,3.1,14.1,44.4,29.1,9.3,1.5,17.8,75.1,16.1,91.3,69.8,47.7,34.94166667
Jan-94,2.7,2.9,10.6,12,5,1.1,4.1,6.2,82.6,7.4,6.6,22.9,13.675
Feb-94,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar-94,26.2,28,17.6,0,0,3,0.1,3.5,188.1,39.1,1,37.9,28.70833333
Apr-94,28.4,27.5,26.4,0,27,71.8,3.3,72.2,79.9,42.9,59.5,12.9,37.65
May-94,287.6,178,106.3,219.1,204.7,341.2,153.2,346.3,273.5,343.6,311.8,448.3,267.8
Jun-94,127.8,359.7,173.5,517.3,100.5,79.5,226.8,257.9,518.5,265.9,360.4,419,283.9
Jul-94,80.3,109.9,229.7,230.5,223.9,118.4,321.2,372.9,279.9,340.2,295.5,398.4,250.0666667
Aug-94,151,119.4,174.6,216.2,220,111.5,204.8,267.5,494.4,363.9,233.1,456.4,251.0666667
Sep-94,176.3,426.8,258.5,289.4,244.8,85.7,196.7,380.5,728.3,395,396.3,447.4,335.475
Oct-94,174.5,153.3,110.9,351.4,313.7,143.9,89.7,217.2,137.6,106.2,93.8,104.2,166.3666667
Nov-94,49.4,58.5,76.4,1.4,0.3,21.6,51.3,28.3,107.9,164.7,8.5,65.4,52.80833333
Dec-94,11.3,26.6,42.5,10.1,36.9,19.6,182.9,81.6,110.5,75.2,273.5,76.9,78.96666667
Jan-95,0.5,0.4,4,1.2,0.5,0,0,0.3,27.5,3.6,0.1,35,6.091666667
Feb-95,0,0,0,0,0,0.1,0,0,0,0,0,0,0.008333333
Mar-95,14.9,0.3,12.6,0.8,4.9,35.4,3,13.1,11.2,2.1,2,17.8,9.841666667
Apr-95,28.8,0.7,4.7,17.1,5.7,29.2,0,0,132.3,0,7.2,27.9,21.13333333
May-95,160,129.8,61.6,166,152.4,118.8,185.8,300.8,175.4,185.8,118.1,204.7,163.2666667
Jun-95,153.7,209,164.5,373.4,231.1,67.2,288.9,258.5,394.2,199,286.3,463,257.4
Jul-95,178.3,259.7,232.9,411.8,147.8,196.2,192.5,301.6,364.2,283.1,482.5,266.7,276.4416667
Aug-95,209.3,223.2,239.7,324.3,298.4,269.5,249.4,382.2,391.1,411.8,170.8,197.2,280.575
Sep-95,388.5,275.4,362.5,299.8,310.4,208.7,343,303.4,702.6,253,467.4,493.2,367.325
Oct-95,734.5,199.6,337.2,270,220.4,176.1,270.6,232.2,429.5,207.7,273,378.4,310.7666667
Nov-95,124.8,28,229.2,57.6,60.4,104.1,86.5,132.3,103.9,204.8,137,108,114.7166667
Dec-95,26.8,29.4,28.1,72,103.3,40.7,84.6,37.5,116.3,131.3,23.3,107.5,66.73333333
Jan-96,16.9,9.5,0,30.8,7.3,0.1,2.5,20.7,72.2,29.6,21.2,62.5,22.775
Feb-96,0,0,0,2,0.2,0,0.1,0.1,1.9,0,0,15.8,1.675
Mar-96,0,0,0,0,0,0,0,0,4.2,0.2,0,5.6,0.833333333
Apr-96,191.9,79,53.6,76.1,56.7,67.2,85.1,79.7,256.7,145.1,41.3,238.2,114.2166667
May-96,154.3,175.1,116.2,116.4,135.9,180.8,219.9,324.2,452,266.8,198.9,190.8,210.9416667
Jun-96,222.1,245.6,214.5,278,322.2,123.4,213.1,446.6,204.4,361.5,272.5,257.2,263.425
Jul-96,336.3,205.3,225.5,329.5,323.1,256.5,359.4,414.6,484.7,662.6,375.8,473.4,370.5583333
Aug-96,149.7,124.9,79.1,108,69.2,87.4,100,123.2,303.2,85.4,56.3,253.4,128.3166667
Sep-96,533.8,317,229.5,227.3,342.6,242.4,436.7,254.5,508,445,277.1,276.5,340.8666667
Oct-96,431,303.1,317.1,374.2,489.1,254.8,463.8,246,314.1,445.5,500.9,690,402.4666667
Nov-96,314.8,249.8,423,195.1,96,384.2,215.8,141.3,321,441.7,97.8,265.4,262.1583333
Dec-96,82.4,34.4,69.4,37.9,32.8,49.3,38.2,83.1,54.5,41.8,56.3,42.7,51.9
Jan-97,0.3,0,0.4,0,0,0.1,0.4,0.7,11.6,0,0,0.1,1.133333333
Feb-97,155.5,10.2,17.7,0,1.8,2.6,21.8,1.4,103.5,44.7,0,56.8,34.66666667
Mar-97,0,0,0,0.1,0,0,0,0.6,3.8,3.5,0,28.1,3.008333333
Apr-97,165.3,23.6,66.4,60.9,75.8,46.8,44.2,60.8,184.1,193.7,18.9,144.7,90.43333333
May-97,242.1,129.6,165.6,99.3,127.3,86.5,172.9,135.9,282.7,346.8,111.8,262,180.2083333
Jun-97,46.8,62.7,45.7,151.5,147.3,43.2,122.3,280,236.6,163.2,252.8,337.4,157.4583333
Jul-97,211.9,239.4,161.1,351.7,303.3,212.4,344.5,484.9,914.3,416.9,564.2,441.2,387.15
Aug-97,113.2,200.1,184.9,308,355.3,126.2,306.2,402.6,762,449.2,410.3,401.9,334.9916667
Sep-97,234.2,288.1,179.3,12.3,165.2,139.2,217.2,255.9,471.9,156.5,204.4,321.5,220.475
Oct-97,567.8,427.2,252.9,306.6,283.7,352.9,207.9,251.4,204.3,231.3,232.1,323,303.425
Nov-97,121.1,171.4,157.5,90.8,331.7,64.2,241,231.1,281.5,217.5,182.1,231.6,193.4583333
Dec-97,7.2,16.9,6.7,0,3.4,19.5,21.7,1,27.1,0,2.4,7.9,9.483333333
Jan-98,0,0,0,0,0,0,5.8,0,11.7,0,0,0,1.458333333
Feb-98,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar-98,0,0,0,0,0,0,0,0,0,0,0,0,0
Apr-98,35.4,47.2,3.1,38.2,13.5,116.2,6.4,5.2,2.7,17.5,0,9,24.53333333
May-98,108.7,86.5,102.7,77.9,37.5,77.4,113.3,156.8,199,174.6,136.1,82.6,112.7583333
Jun-98,117.5,202.5,183.7,210.4,139.4,179.6,238.7,375.4,573.4,349.7,315.3,285.4,264.25
Jul-98,112.7,98.7,223.1,210.7,220.4,291.9,193.7,273.2,361.7,228.3,242.2,271,227.3
Aug-98,216.1,201.2,222.8,199,236.7,170.1,300.5,386.2,416.7,338.3,210.2,354.8,271.05
Sep-98,186,283.2,184.9,243.8,232.3,88.7,439.2,359.2,457.3,440,381.8,420.4,309.7333333
Oct-98,231.9,151,271,245.8,369.6,232.7,351.2,340.7,481,274,344.9,748.7,336.875
Nov-98,310,90.3,287.6,107,98.9,248.6,150.2,92.5,283.4,245.6,252.1,286.5,204.3916667
Dec-98,141,68.8,46.8,86.2,155.6,53.8,153,103.2,67.1,79.8,66.9,137.3,96.625
Jan-99,70.8,18.1,48.3,14,14.4,8.5,56.6,12.7,99,34,21.9,115.6,42.825
Feb-99,7.4,6.8,72.8,2.2,31.5,12.6,4.8,19.6,18.6,34.7,27.7,61.7,25.03333333
Mar-99,40.9,10.2,49,3.6,55.7,64.5,37.9,18.5,155,64.9,1.3,77.5,48.25
Apr-99,221.6,361.6,248.6,188.9,248,235.3,160.1,618.8,489.3,423.8,405.6,446.5,337.3416667
